                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 2.0832,                 1.7498,                 1.3259,                0.32254,                0.42243,                0.32338,                 0.1382,                 2.0499,                 1.7983,                 1.2832,             0.00050606,             0.00050606,             0.00050606
                     58,                 2.1016,                 1.7636,                 1.3329,                0.43161,                0.38979,                0.37801,                 0.1673,                 1.9952,                 1.6162,                 1.2667,             0.00049506,             0.00049506,             0.00049506
                     59,                 2.0598,                 1.7235,                 1.3081,                 0.3415,                0.42269,                0.37002,                 0.1683,                 1.9793,                 1.6881,                 1.2693,             0.00048406,             0.00048406,             0.00048406
                     60,                 2.0674,                 1.7026,                 1.3351,                0.38631,                0.32373,                0.34343,                0.15643,                 2.0215,                 1.7126,                 1.2979,             0.00047306,             0.00047306,             0.00047306
                     61,                 2.0692,                 1.6851,                 1.3277,                0.41325,                0.39665,                0.35723,                0.15375,                 2.0364,                 1.7385,                 1.2948,             0.00046206,             0.00046206,             0.00046206
                     62,                 2.0659,                 1.6871,                 1.3211,                0.31898,                0.35631,                0.33635,                0.14957,                 1.9935,                 1.5982,                 1.2741,             0.00045107,             0.00045107,             0.00045107
                     63,                 2.1012,                 1.6611,                 1.3406,                0.44578,                0.32918,                0.34909,                0.15879,                 2.0086,                 1.6455,                 1.3003,             0.00044007,             0.00044007,             0.00044007
                     64,                 2.1026,                 1.6891,                 1.3101,                0.50296,                0.38515,                0.39724,                0.17995,                 2.0062,                 1.6126,                  1.274,             0.00042907,             0.00042907,             0.00042907
                     65,                 2.0438,                 1.6437,                 1.2872,                0.47694,                0.41171,                0.36054,                0.16024,                 2.0108,                  1.617,                 1.2818,             0.00041807,             0.00041807,             0.00041807
                     66,                 2.0292,                 1.6462,                 1.3073,                0.44692,                0.35909,                0.35257,                 0.1597,                  2.039,                 1.7355,                 1.2864,             0.00040707,             0.00040707,             0.00040707
