                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                  1.875,                 1.7158,                 1.5753,                0.39097,                0.44802,                0.41003,                0.19951,                 1.7885,                 1.6296,                 1.4963,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.8734,                 1.6954,                 1.5806,                0.37924,                0.51924,                0.42893,                 0.1986,                 1.8007,                 1.7017,                 1.5197,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.8299,                 1.6851,                  1.547,                0.41591,                0.42738,                0.44471,                0.22483,                 1.8716,                  1.634,                 1.5355,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.8849,                 1.6987,                 1.5692,                0.42826,                0.57061,                0.48623,                0.23018,                  1.826,                 1.6157,                 1.5102,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.8505,                 1.6986,                 1.5568,                0.43043,                0.47272,                0.48271,                0.24334,                 1.8208,                 1.5907,                 1.4962,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.8218,                 1.6977,                 1.5656,                0.44122,                0.49598,                0.45095,                0.23285,                 1.8341,                 1.7136,                 1.5338,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.8212,                 1.6697,                 1.5363,                0.44533,                0.45184,                0.46013,                0.23474,                 1.8385,                 1.6513,                 1.5438,             0.00030808,             0.00030808,             0.00030808
                     76,                  1.819,                 1.6932,                 1.5373,                0.39695,                0.44417,                 0.4578,                0.23461,                 1.8054,                 1.6611,                 1.5036,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.8176,                 1.7022,                 1.5451,                0.47552,                0.41021,                0.43224,                0.21019,                 1.7835,                 1.6611,                  1.499,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.8333,                  1.704,                 1.5477,                0.53996,                0.40914,                0.45329,                0.23611,                 1.8037,                 1.6015,                 1.5212,             0.00027508,             0.00027508,             0.00027508
                     79,                   1.86,                 1.6923,                 1.5644,                0.50055,                0.43963,                0.46592,                0.23991,                 1.8075,                 1.6492,                  1.518,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.8142,                 1.6696,                 1.5379,                0.68665,                0.43395,                0.46018,                0.24067,                 1.8101,                 1.6473,                 1.5154,             0.00025309,             0.00025309,             0.00025309
                     81,                  1.832,                 1.6506,                 1.5346,                0.45493,                0.57326,                0.49835,                0.25818,                 1.7454,                 1.5802,                 1.4664,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.8076,                 1.6269,                 1.5368,                 0.4739,                0.47612,                0.45487,                0.22781,                 1.7481,                 1.5917,                  1.466,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.7952,                 1.6364,                  1.518,                 0.4404,                0.45372,                0.43825,                0.22753,                  1.758,                 1.5824,                 1.4862,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.7821,                 1.6265,                 1.5198,                0.46868,                0.45001,                0.45945,                0.22804,                 1.7721,                 1.5801,                 1.4886,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.7811,                 1.5721,                  1.521,                0.47349,                0.42518,                0.45455,                0.24275,                 1.7819,                 1.5756,                 1.4898,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.7672,                 1.5957,                 1.5507,                 0.4405,                0.48251,                0.45681,                0.24215,                 1.7842,                 1.6536,                 1.4955,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.7649,                 1.5748,                 1.5047,                0.48397,                0.51727,                0.49084,                0.24926,                 1.8049,                 1.6429,                 1.5028,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.7718,                 1.6205,                 1.5295,                0.48822,                 0.4111,                0.46465,                0.24602,                 1.7618,                 1.6219,                 1.4813,             0.00016509,             0.00016509,             0.00016509
                     89,                   1.77,                 1.6088,                 1.4998,                0.69069,                0.41104,                0.47248,                0.23771,                 1.7838,                 1.6257,                 1.4921,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.7817,                 1.5879,                 1.5316,                0.56004,                 0.4161,                0.45915,                0.23372,                 1.7842,                 1.6486,                  1.496,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.7337,                   1.61,                 1.5201,                0.44127,                 0.4647,                0.45508,                0.23444,                 1.7823,                 1.5504,                 1.4977,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.7047,                 1.5368,                 1.5212,                0.56983,                0.42769,                0.46079,                0.23103,                 1.7872,                 1.5675,                 1.5013,              0.0001211,              0.0001211,              0.0001211
                     93,                  1.721,                 1.5455,                 1.5416,                 0.5745,                0.44224,                0.46549,                0.24661,                 1.7792,                 1.5823,                    1.5,              0.0001101,              0.0001101,              0.0001101
                     94,                 1.7105,                  1.531,                 1.5321,                0.68315,                0.42087,                0.46861,                0.24579,                 1.7975,                 1.6127,                 1.5048,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.7012,                 1.5413,                 1.5243,                0.56281,                0.42462,                0.46098,                0.24274,                 1.7788,                 1.6094,                 1.4928,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.6987,                 1.5118,                 1.5113,                0.59528,                0.44187,                0.48067,                0.25078,                 1.7765,                 1.5836,                 1.4891,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 1.6976,                 1.5159,                  1.512,                0.53133,                0.41963,                0.46537,                0.24433,                 1.7903,                 1.6259,                 1.4898,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.6943,                 1.5251,                 1.5042,                0.57522,                0.40802,                0.45823,                0.24307,                 1.7732,                 1.5969,                 1.4937,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                 1.6882,                 1.5069,                 1.5058,                0.55439,                0.43582,                0.47083,                0.24746,                 1.7781,                 1.6055,                 1.4902,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                   1.69,                 1.4996,                 1.4908,                0.63054,                0.43405,                0.47877,                0.24468,                 1.7725,                 1.6225,                 1.4854,             3.3108e-05,             3.3108e-05,             3.3108e-05
